,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6411,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6412,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA
ASV_6413,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,NA
ASV_6414,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_6415,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6416,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_6417,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA
ASV_6418,Bacteria,Thermodesulfobacteriota,Syntrophia,Syntrophales,Smithellaceae,Smithella,NA
ASV_6419,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,NA
ASV_6420,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,NA
ASV_6421,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_6422,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA,NA
ASV_6423,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrio,aeruginosavorus
ASV_6424,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
ASV_6425,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV_6426,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6427,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_6428,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_6429,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV_6430,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_6431,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Arenimonas,NA
ASV_6432,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6433,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_6434,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6435,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_6436,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_6437,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6438,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_6439,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA
ASV_6440,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_6441,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_6442,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,NA,NA
ASV_6443,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
ASV_6444,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6445,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,brunescens
ASV_6446,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechlorobacter,NA
ASV_6447,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA
ASV_6448,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA
ASV_6449,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
ASV_6450,Bacteria,Chlorobiota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,NA
ASV_6451,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_6452,Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,NA,NA
ASV_6453,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,NA
ASV_6454,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6455,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_6456,Bacteria,Bacillota,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA
ASV_6457,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_6458,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_6459,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,NA,NA,NA
ASV_6460,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_6461,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6462,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,fermentans
ASV_6463,Bacteria,Verrucomicrobiota,Kiritimatiellia,WCHB1-41,NA,NA,NA
ASV_6464,Bacteria,Patescibacteria,Dojkabacteria,NA,NA,NA,NA
ASV_6465,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,NA
ASV_6466,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,NA
ASV_6467,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV_6468,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_6469,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,NA
ASV_6470,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,NA
ASV_6471,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,NA,NA,NA
ASV_6472,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6473,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASV_6474,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,NA
ASV_6475,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,NA
ASV_6476,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_6477,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_6478,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV_6479,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_6480,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
ASV_6481,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV_6482,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,LD29,NA
ASV_6483,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6484,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Methylacidiphilales,Methylacidiphilaceae,NA,NA
ASV_6485,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6486,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,NA,NA,NA
ASV_6487,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,NA
ASV_6488,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_6489,Bacteria,Pseudomonadota,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV_6490,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV_6491,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_6492,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6493,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_6494,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_6495,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_6496,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Laribacter,hongkongensis
ASV_6497,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA
ASV_6498,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,NA
ASV_6499,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_6500,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,NA
ASV_6501,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6502,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
ASV_6503,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_6504,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6505,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
ASV_6506,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,NA
ASV_6507,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA
ASV_6508,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Ketobacter,NA
ASV_6509,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,NA
ASV_6510,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV_6511,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
ASV_6512,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6513,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_6514,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_6515,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_6516,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_6517,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,NA
ASV_6518,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_6519,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,NA
ASV_6520,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV_6521,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_6522,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA
ASV_6523,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,NA
ASV_6524,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_6525,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloterricola,NA
ASV_6526,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6527,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,NA
ASV_6528,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6529,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
ASV_6530,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6531,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
ASV_6532,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,alphaI cluster,NA
ASV_6533,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASV_6534,Bacteria,Bacillota,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter,NA
ASV_6535,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum,NA
ASV_6536,Bacteria,Patescibacteria,Parcubacteria,Candidatus Campbellbacteria,NA,NA,NA
ASV_6537,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,NA,NA
ASV_6538,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_6539,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6540,Bacteria,Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus,NA
ASV_6541,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_6542,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV_6543,Bacteria,Verrucomicrobiota,Kiritimatiellia,WCHB1-41,NA,NA,NA
ASV_6544,Bacteria,Patescibacteria,Dojkabacteria,NA,NA,NA,NA
ASV_6545,Bacteria,Bacillota,Clostridia,Oscillospirales,Ethanoligenenaceae,Acetanaerobacterium,NA
ASV_6546,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
ASV_6547,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA
ASV_6548,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6549,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Bact-08,NA
ASV_6550,Bacteria,Bacillota,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_6551,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
ASV_6552,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Solimonas,NA
ASV_6553,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,itersonii
ASV_6554,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,NA
ASV_6555,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Allomeiothermus,NA
ASV_6556,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV_6557,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Permianibacter,NA
ASV_6558,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV_6559,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6560,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,NA
ASV_6561,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,NA
ASV_6562,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV_6563,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,cvE6,NA,NA
ASV_6564,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV_6565,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,NA,NA,NA
ASV_6566,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_6567,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Hydrocarboniphaga,NA
ASV_6568,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_6569,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6570,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6571,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
ASV_6572,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_6573,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,Planktothricoides SR001,NA
ASV_6574,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11 gut group,NA
ASV_6575,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA
ASV_6576,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_6577,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Filifactor,alocis
ASV_6578,Bacteria,Bacillota,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_6579,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV_6580,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,NA
ASV_6581,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV_6582,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_6583,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV_6584,Bacteria,Bacillota,Bacilli,NA,NA,NA,NA
ASV_6585,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_6586,Bacteria,Chlorobiota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,NA
ASV_6587,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_6588,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_6589,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium,NA
ASV_6590,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 06,NA
ASV_6591,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6592,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,NA
ASV_6593,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,DSSF69,NA
ASV_6594,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes VC2.1 Bac22,NA,NA,NA
ASV_6595,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,NA
ASV_6596,Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,NA,NA
ASV_6597,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter,NA
ASV_6598,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_6599,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,NA
ASV_6600,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,alphaI cluster,NA
ASV_6601,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_6602,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV_6603,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6604,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,NA
ASV_6605,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV_6606,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_6607,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_6608,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Rubidus,NA
ASV_6609,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,NA,NA,NA
ASV_6610,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,propionicus
ASV_6611,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6612,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6613,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,NA
ASV_6614,Bacteria,Elusimicrobiota,Endomicrobiia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,NA
ASV_6615,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA,NA
ASV_6616,Bacteria,Bacillota,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA
ASV_6617,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
ASV_6618,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea,NA
ASV_6619,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,NA
ASV_6620,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_6621,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,NA
ASV_6622,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_6623,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_6624,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
ASV_6625,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_6626,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6627,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV_6628,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_6629,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_6630,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6631,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6632,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
ASV_6633,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_6634,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_6635,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_6636,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6637,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_6638,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
ASV_6639,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_6640,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Oikopleura,NA
ASV_6641,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
ASV_6642,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaeromusa-Anaeroarcus,NA
ASV_6643,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
ASV_6644,Bacteria,Verrucomicrobiota,Kiritimatiellia,WCHB1-41,NA,NA,NA
ASV_6645,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,JGI-0000079-D21,NA
ASV_6646,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_6647,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,NA
ASV_6648,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,NA
ASV_6649,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Candidatus Anammoximicrobium,NA
ASV_6650,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6651,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,NA,NA
